Competitor Id,Competitor Name,Market,Product Name,Category Name,Sales Volume,Revenue,Profit Margin,Customer Satisfaction,Marketing Channel,Promotion Strategy,Shipping Efficiency,Return Rate,Customer Loyalty Index,Advertising Budget,Competitor Store Type,Product Availability
16,Premier Traders,Europe,Bushnell Pro X7 Jolt Slope Rangefinder,Indoor/Outdoor Games,4004,53982.43,5.39,89,PPC,,5.63,3.6,88,33519.48,Online,73.21
11,Delta Store,Africa,Merrell Women's Grassbow Sport Waterproof Hik,Men's Clothing,26647,464203.16,14.0,74,Content Marketing,Flash Sales,6.85,9.59,74,42474.96,Hybrid,75.32
27,United Mart,Pacific Asia,Under Armour Kids' Mercenary Slide,Trade-In,31484,323232.02,13.55,67,Affiliate,Loyalty Programs,4.33,9.86,57,15183.05,Physical,92.03
45,Omega Distributors,Pacific Asia,Bowflex SelectTech 1090 Dumbbells,Cleats,21177,304324.69,5.79,62,Content Marketing,Bundle Offers,5.21,9.58,62,27402.05,Physical,74.81
7,Delta Retailers,LATAM,Bowflex SelectTech 1090 Dumbbells,Golf Bags & Carts,44480,270452.78,16.31,92,Social Media,,3.39,6.74,96,25739.57,Online,95.44
48,Gamma Traders,Africa,Garmin Approach S4 Golf GPS Watch,Electronics,21872,141179.88,13.62,54,PPC,Flash Sales,6.84,1.77,62,11978.11,Online,86.92
39,Epsilon Outlet,LATAM,Nike Men's CJ Elite 2 TD Football Cleat,Sporting Goods,25209,306075.88,22.14,87,Content Marketing,Discounts,8.66,3.92,67,8084.22,Hybrid,89.61
2,Delta Market,LATAM,Under Armour Hustle Storm Medium Duffle Bag,DVDs,41291,59616.31,7.55,61,Social Media,Bundle Offers,2.25,1.71,76,19304.82,Physical,76.03
41,Epsilon Traders,USCA,Nike Men's Free TR 5.0 TB Training Shoe,Men's Golf Clubs,24022,279651.81,15.1,69,PPC,Flash Sales,8.32,8.83,90,6910.69,Physical,86.56
44,Beta Store,Africa,O'Brien Men's Neoprene Life Vest,DVDs,33437,371991.78,6.11,88,Affiliate,Bundle Offers,2.97,4.11,53,30071.89,Physical,78.06
7,Delta Outlet,Europe,Total Gym 1400,As Seen on  TV!,13847,459359.84,20.58,79,PPC,Discounts,6.04,2.79,67,28780.14,Hybrid,97.69
5,Omega Mart,Europe,LIJA Women's Argyle Golf Polo,Golf Balls,16783,435736.45,18.39,80,Social Media,Bundle Offers,2.28,2.99,62,33215.15,Physical,96.15
32,Omega Distributors,Pacific Asia,Bridgestone e6 Straight Distance NFL San Dieg,Trade-In,44171,324041.04,11.85,52,Content Marketing,Bundle Offers,7.07,0.37,67,11158.32,Hybrid,84.22
27,Delta Mart,Pacific Asia,Bushnell Pro X7 Jolt Slope Rangefinder,Accessories,36428,176793.59,24.42,99,Social Media,Flash Sales,4.5,5.47,78,17465.93,Hybrid,84.95
29,Alpha Traders,USCA,Bag Boy Beverage Holder,Baseball & Softball,26627,182722.32,8.88,81,SEO,Discounts,6.84,7.64,79,37603.97,Physical,86.15
34,Gamma Traders,Europe,adidas Youth Germany Black/Red Away Match Soc,Hockey,35462,314418.19,12.51,69,Social Media,Bundle Offers,4.18,0.72,57,22905.41,Online,74.55
14,Global Mart,Europe,Baby sweater,Women's Apparel,29912,439070.54,13.91,68,Social Media,,6.36,1.55,65,17232.95,Physical,84.56
6,Beta Mart,USCA,Under Armour Hustle Storm Medium Duffle Bag,Hunting & Shooting,49355,180832.03,5.62,89,PPC,Discounts,2.42,4.1,78,6497.31,Online,80.42
40,Elite Traders,Europe,Garmin Forerunner 910XT GPS Watch,DVDs,33948,306493.2,11.01,94,Email Marketing,,6.37,0.96,69,48132.6,Online,88.64
50,Epsilon Distributors,Europe,SOLE E35 Elliptical,Lacrosse,26587,76542.36,23.41,80,Email Marketing,Discounts,4.62,7.25,54,30922.32,Hybrid,90.22
49,Omega Traders,Pacific Asia,Garmin Forerunner 910XT GPS Watch,Sporting Goods,26004,99213.16,10.23,65,Content Marketing,Discounts,8.46,9.28,78,29080.13,Physical,97.13
38,United Mart,LATAM,The North Face Women's Recon Backpack,Golf Balls,8746,310946.32,17.33,54,Content Marketing,Flash Sales,4.73,8.33,80,18429.9,Hybrid,96.87
27,Delta Mart,Pacific Asia,Bridgestone e6 Straight Distance NFL Carolina,Golf Gloves,13762,178855.12,22.33,62,Affiliate,,3.08,8.49,72,16922.3,Hybrid,98.41
26,Beta Traders,Europe,MDGolf Pittsburgh Penguins Putter,Women's Clothing,30179,472393.55,18.02,59,SEO,Discounts,8.43,1.87,68,5035.92,Online,96.69
17,United Traders,USCA,Diamondback Girls' Clarity 24 Hybrid Bike 201,As Seen on  TV!,32677,127333.54,22.01,90,Content Marketing,Discounts,8.95,0.37,87,35658.52,Online,78.17
25,United Store,LATAM,Diamondback Boys' Insight 24 Performance Hybr,Video Games,15430,324760.46,12.57,51,Content Marketing,,2.52,3.44,78,48360.84,Hybrid,97.89
44,Elite Retailers,Pacific Asia,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,Girls' Apparel,47267,338507.08,16.66,84,PPC,Flash Sales,5.88,6.76,53,45380.47,Online,99.89
48,Premier Market,USCA,ENO Atlas Hammock Straps,DVDs,36548,150422.53,18.49,65,PPC,Flash Sales,8.82,4.25,53,15511.45,Online,73.03
32,Premier Retailers,Europe,The North Face Women's Recon Backpack,Electronics,7007,225588.86,10.52,70,Email Marketing,,2.67,6.61,92,39633.31,Physical,79.25
15,Delta Shop,Europe,Nike Men's Comfort 2 Slide,Baseball & Softball,38802,235052.1,19.06,50,Content Marketing,Discounts,7.93,8.93,53,8112.61,Online,74.96
32,Global Mart,LATAM,Nike Dri-FIT Crew Sock 6 Pack,Men's Clothing,16623,433513.17,17.63,98,Content Marketing,Flash Sales,7.38,2.77,57,12586.75,Online,77.49
3,Omega Shop,Europe,The North Face Women's Recon Backpack,Golf Bags & Carts,44287,161266.69,16.51,76,SEO,Discounts,3.7,7.63,67,22295.44,Online,75.72
18,Elite Store,Europe,O'Brien Men's Neoprene Life Vest,Fitness Accessories,13433,65249.11,16.48,88,Social Media,Discounts,9.66,7.0,54,35891.18,Online,82.24
24,Elite Market,LATAM,Elevation Training Mask 2.0,DVDs,3071,256661.19,5.93,54,Affiliate,Bundle Offers,2.43,1.47,72,30364.88,Physical,87.93
9,Omega Market,Africa,Titleist Pro V1x High Numbers Personalized Go,Women's Clothing,42160,295040.31,7.01,52,Affiliate,Discounts,8.02,8.13,64,49418.58,Hybrid,74.73
23,Premier Traders,Africa,LIJA Women's Eyelet Sleeveless Golf Polo,As Seen on  TV!,26734,220297.21,23.16,95,Social Media,,3.59,8.62,65,7935.71,Hybrid,94.17
45,Delta Traders,LATAM,Toys ,Shop By Sport,40115,214486.56,19.23,99,SEO,Flash Sales,2.1,1.23,50,23448.09,Physical,95.15
39,Epsilon Distributors,Africa,TaylorMade 2014 Purelite Stand Bag,Consumer Electronics,27400,154654.65,5.01,85,Affiliate,,6.57,4.36,86,11066.48,Online,99.21
34,Alpha Market,Africa,Rock music,Computers,31811,491870.63,12.01,82,Affiliate,Discounts,8.87,3.85,81,41459.5,Online,73.46
27,Global Shop,USCA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,Golf Bags & Carts,7146,254855.81,16.9,53,Social Media,Loyalty Programs,4.21,5.28,63,14494.1,Hybrid,99.32
32,Gamma Traders,Africa,LIJA Women's Mid-Length Panel Golf Shorts,Fitness Accessories,3940,109731.89,13.96,82,Content Marketing,Discounts,9.23,8.48,72,29763.67,Online,77.3
41,Premier Mart,Europe,Field & Stream Sportsman 16 Gun Fire Safe,Golf Bags & Carts,31331,140734.46,21.58,52,PPC,Loyalty Programs,2.17,5.75,57,22261.34,Physical,77.25
19,Global Shop,LATAM,Titleist Pro V1x High Numbers Personalized Go,Cameras ,43869,265858.85,15.1,81,Affiliate,Discounts,5.95,5.49,67,23302.21,Physical,76.18
7,Alpha Outlet,Europe,insta-bed Neverflat Air Mattress,Golf Gloves,27832,108941.35,19.12,85,Affiliate,Flash Sales,4.19,4.78,54,29744.74,Hybrid,76.33
48,Elite Mart,Africa,Under Armour Kids' Mercenary Slide,Computers,22851,75955.74,7.88,91,Affiliate,Discounts,2.48,8.05,83,6059.6,Online,85.0
49,Delta Store,Africa,Titleist Pro V1x High Numbers Personalized Go,Golf Bags & Carts,49588,436019.46,11.31,64,Content Marketing,Bundle Offers,9.96,2.88,100,46579.0,Physical,95.52
23,Alpha Traders,Africa,Under Armour Girls' Toddler Spine Surge Runni,Consumer Electronics,25696,281177.6,20.61,62,SEO,Bundle Offers,8.01,3.54,99,38107.9,Physical,97.02
15,United Shop,LATAM,Titleist Club Glove Travel Cover,DVDs,27341,221145.58,16.53,69,Affiliate,Flash Sales,1.5,1.87,86,11928.55,Physical,81.99
38,Global Outlet,Europe,GolfBuddy VT3 GPS Watch,Fitness Accessories,4646,312432.72,19.66,79,SEO,,2.73,3.43,61,33283.79,Physical,91.16
35,Delta Distributors,USCA,Under Armour Kids' Mercenary Slide,Garden,9662,366302.65,19.02,62,Email Marketing,Bundle Offers,2.21,7.27,98,29022.85,Hybrid,75.12
4,Premier Traders,Pacific Asia,Merrell Women's Grassbow Sport Waterproof Hik,Computers,10454,112161.22,14.31,89,PPC,Discounts,2.82,9.82,88,31961.51,Physical,94.41
17,Premier Store,Pacific Asia,Nike Men's CJ Elite 2 TD Football Cleat,Soccer,48772,190073.86,23.94,94,Content Marketing,Flash Sales,2.34,0.67,61,11973.09,Hybrid,70.8
26,Gamma Shop,LATAM,Diamondback Girls' Clarity 24 Hybrid Bike 201,Camping & Hiking,22174,370491.43,11.64,65,PPC,Bundle Offers,3.82,5.16,68,14372.75,Hybrid,81.43
4,Epsilon Outlet,Pacific Asia,Brooks Women's Ghost 6 Running Shoe,Cleats,14527,146677.46,5.66,100,SEO,Flash Sales,5.61,3.69,64,12774.26,Physical,79.84
40,Omega Retailers,Europe,Adult dog supplies,Men's Golf Clubs,10028,421172.56,12.05,71,Affiliate,Flash Sales,3.43,8.15,63,29709.41,Physical,90.49
41,Alpha Distributors,Africa,Mio ALPHA Heart Rate Monitor/Sport Watch,Health and Beauty,45947,268809.63,16.66,67,Affiliate,Loyalty Programs,5.78,9.95,63,11367.94,Online,73.46
45,Delta Shop,Pacific Asia,Team Golf Pittsburgh Steelers Putter Grip,Books ,9844,367474.44,18.91,56,Email Marketing,Bundle Offers,2.72,9.59,92,15804.7,Online,73.02
43,Premier Market,Pacific Asia,LIJA Women's Argyle Golf Polo,Kids' Golf Clubs,18322,291176.73,20.08,56,Content Marketing,Flash Sales,9.5,4.21,68,20901.68,Online,81.27
9,Premier Store,Europe,Under Armour Women's Micro G Skulpt Running S,Water Sports,2200,143326.82,14.66,53,Content Marketing,Bundle Offers,7.23,7.89,89,14083.33,Online,80.15
40,Epsilon Store,USCA,Nike Men's Comfort 2 Slide,Camping & Hiking,23711,399192.59,7.15,65,Affiliate,Bundle Offers,1.96,0.92,53,24352.51,Physical,90.57
47,Gamma Distributors,Pacific Asia,Elevation Training Mask 2.0,Golf Gloves,41799,235078.63,10.53,95,Social Media,Flash Sales,3.16,3.03,98,38966.58,Hybrid,84.69
31,Beta Traders,USCA,Rock music,Golf Apparel,16182,297422.01,12.08,69,SEO,Discounts,4.94,5.21,75,8693.63,Online,99.73
11,Beta Retailers,USCA,Cleveland Golf Collegiate My Custom Wedge 588,DVDs,23886,344503.48,20.0,75,Email Marketing,Flash Sales,4.22,6.34,67,22957.22,Physical,72.57
34,United Retailers,Europe,Merrell Women's Grassbow Sport Waterproof Hik,Women's Clothing,45982,315370.1,6.84,60,Social Media,Bundle Offers,4.97,1.68,77,9221.09,Hybrid,77.81
31,Delta Retailers,Africa,Brooks Women's Ghost 6 Running Shoe,Health and Beauty,38894,298176.62,20.02,89,SEO,Bundle Offers,2.94,3.46,68,5700.79,Physical,99.56
34,Premier Traders,Africa,Mio ALPHA Heart Rate Monitor/Sport Watch,Women's Clothing,22100,377258.53,18.49,98,Affiliate,,4.04,7.77,75,24492.19,Online,79.52
45,Elite Mart,Europe,Nike Kids' Grade School KD VI Basketball Shoe,Shop By Sport,14210,78371.74,14.96,71,PPC,Loyalty Programs,2.92,7.78,58,44509.59,Hybrid,75.57
48,Premier Shop,Europe,Glove It Women's Mod Oval 3-Zip Carry All Gol,Toys,35631,356584.8,22.55,85,PPC,Discounts,6.46,1.24,98,29720.87,Hybrid,80.79
11,Beta Outlet,USCA,Under Armour Women's Ignite Slide,Trade-In,28636,473604.34,22.97,67,Social Media,Flash Sales,7.23,1.89,75,23219.05,Physical,84.61
15,Premier Shop,LATAM,Hirzl Men's Hybrid Golf Glove,Consumer Electronics,2178,178851.17,20.36,60,PPC,Discounts,2.15,1.97,94,13578.11,Online,80.14
18,Delta Store,Europe,The North Face Women's Recon Backpack,Men's Footwear,2173,107409.78,8.17,81,Content Marketing,,3.37,2.06,55,48758.91,Hybrid,91.94
20,Global Outlet,Africa,Glove It Urban Brick Golf Towel,DVDs,27448,200329.0,19.92,88,Affiliate,Flash Sales,4.36,9.95,89,44213.04,Physical,80.16
19,Premier Mart,LATAM,Nike Men's Free 5.0+ Running Shoe,Golf Gloves,2963,119853.26,23.19,59,PPC,Loyalty Programs,8.66,6.25,62,15216.15,Online,79.73
33,Delta Shop,LATAM,SOLE E25 Elliptical,Boxing & MMA,40901,88570.15,24.7,50,Content Marketing,Loyalty Programs,4.95,4.64,87,17208.58,Hybrid,89.69
34,Global Market,Europe,Toys ,Strength Training,5720,159100.7,15.84,77,Content Marketing,,3.95,7.06,72,12261.85,Hybrid,75.42
16,Global Shop,Europe,Smart watch ,Music,27981,337808.75,22.4,81,SEO,Flash Sales,5.88,5.36,62,14876.26,Hybrid,88.62
7,Gamma Distributors,Africa,O'Brien Men's Neoprene Life Vest,Books ,30380,55387.27,10.97,72,Affiliate,Discounts,2.94,5.06,63,17082.51,Physical,70.84
47,Alpha Retailers,Europe,Fighting video games,Crafts,32303,460010.68,22.97,88,SEO,Flash Sales,3.49,7.48,52,31835.24,Physical,92.63
9,Delta Mart,Pacific Asia,Sports Books ,Baby ,24019,474641.91,5.59,88,Social Media,Loyalty Programs,3.87,5.99,94,24885.29,Physical,99.56
50,Beta Mart,Africa,Toys ,Cleats,14560,243694.67,18.07,64,SEO,Loyalty Programs,3.79,0.47,80,39070.77,Physical,80.95
14,Alpha Distributors,LATAM,Garmin Approach S4 Golf GPS Watch,Kids' Golf Clubs,27797,427440.9,13.4,51,PPC,Bundle Offers,3.54,1.88,87,43336.9,Physical,90.57
27,Omega Market,Europe,Hirzl Women's Soffft Flex Golf Glove,Strength Training,42160,440318.59,23.09,91,Affiliate,Discounts,2.84,2.72,81,10389.63,Physical,99.36
36,Omega Mart,Africa,SOLE E35 Elliptical,CDs ,11756,80854.21,6.73,94,PPC,,7.67,9.3,84,48318.19,Physical,93.98
37,Beta Traders,Europe,Diamondback Women's Serene Classic Comfort Bi,Golf Bags & Carts,29354,452867.96,18.98,91,Email Marketing,,6.88,9.6,81,45493.37,Physical,86.06
25,Premier Shop,Africa,Fighting video games,Men's Golf Clubs,1921,302421.19,16.05,69,SEO,Loyalty Programs,1.88,4.54,88,44811.12,Hybrid,88.34
7,Beta Shop,Europe,Stiga Master Series ST3100 Competition Indoor,Fishing,27542,489127.02,22.01,53,Content Marketing,Bundle Offers,6.73,0.39,56,27313.92,Hybrid,90.27
47,Premier Mart,LATAM,GolfBuddy VT3 GPS Watch,CDs ,14517,153302.19,7.11,78,Content Marketing,Flash Sales,3.97,7.6,98,30186.27,Online,80.84
48,Elite Retailers,Europe,Under Armour Women's Ignite PIP VI Slide,Lacrosse,34750,52432.47,7.89,89,PPC,Bundle Offers,5.01,9.18,76,10084.14,Online,96.61
38,Delta Traders,LATAM,Nike Kids' Grade School KD VI Basketball Shoe,Kids' Golf Clubs,45420,223727.08,20.08,54,Content Marketing,Bundle Offers,5.49,5.3,62,20557.62,Online,91.07
29,Epsilon Outlet,Europe,Team Golf St. Louis Cardinals Putter Grip,Consumer Electronics,9996,439125.03,19.79,91,Email Marketing,,6.27,3.49,56,43070.35,Online,72.79
26,Alpha Market,Africa,Bag Boy M330 Push Cart,Golf Shoes,7263,265531.57,10.41,74,PPC,Loyalty Programs,3.47,9.7,64,25322.69,Hybrid,96.18
26,Omega Store,LATAM,Glove It Urban Brick Golf Towel,Strength Training,9779,194866.68,12.61,60,Social Media,Flash Sales,1.11,0.38,82,6792.22,Hybrid,79.9
10,United Retailers,Pacific Asia,Elevation Training Mask 2.0,Basketball,39076,255457.4,24.83,87,PPC,Discounts,2.41,4.14,82,5504.44,Hybrid,84.55
47,Omega Retailers,Europe,Clicgear Rovic Cooler Bag,Men's Clothing,12718,394120.73,16.89,74,Affiliate,Bundle Offers,3.84,5.54,61,44502.32,Online,79.8
35,Beta Shop,USCA,Bridgestone e6 Straight Distance NFL Tennesse,Golf Apparel,29312,71185.13,21.96,67,Affiliate,Bundle Offers,2.67,2.57,62,34810.01,Online,88.28
4,Epsilon Outlet,USCA,MDGolf Pittsburgh Penguins Putter,As Seen on  TV!,12775,289775.86,11.79,58,PPC,Discounts,9.14,9.33,66,42515.29,Hybrid,90.24
28,United Retailers,Pacific Asia,The North Face Women's Recon Backpack,Girls' Apparel,23192,169497.84,12.91,87,SEO,Discounts,3.36,6.16,81,19144.92,Online,87.94
50,Epsilon Outlet,Africa,ENO Atlas Hammock Straps,DVDs,7983,99506.96,11.64,66,Affiliate,,4.88,0.31,76,26035.71,Hybrid,73.89
17,Omega Retailers,Pacific Asia,Merrell Men's All Out Flash Trail Running Sho,As Seen on  TV!,21014,276525.18,21.14,52,Affiliate,Loyalty Programs,4.56,1.18,88,14910.08,Physical,83.16
50,Beta Distributors,USCA,Nike Men's Deutschland Weltmeister Winners Bl,Children's Clothing,26735,116203.19,9.01,74,SEO,Discounts,6.82,0.42,76,49749.88,Physical,91.37
37,Gamma Traders,Africa,Nike Women's Free 5.0 TR FIT PRT 4 Training S,Men's Golf Clubs,11249,166871.29,7.08,76,Social Media,Bundle Offers,4.61,3.86,72,16199.02,Physical,70.71
41,Gamma Market,Europe,CDs of rock,Girls' Apparel,48491,387914.87,19.54,72,Content Marketing,Flash Sales,1.36,5.81,80,44105.37,Online,93.41
23,Elite Retailers,USCA,ENO Atlas Hammock Straps,DVDs,42075,161054.82,7.1,97,PPC,Bundle Offers,6.2,1.59,95,38976.27,Online,96.05
39,Global Traders,Pacific Asia,TaylorMade 2014 Purelite Stand Bag,Kids' Golf Clubs,6948,400845.53,8.4,81,Social Media,,1.96,2.94,66,7974.97,Physical,98.34
32,Delta Outlet,USCA,adidas Men's Germany Black Crest Away Tee,Kids' Golf Clubs,26328,469863.09,24.4,91,PPC,Bundle Offers,2.09,6.4,83,49486.33,Online,73.05
13,Omega Distributors,Africa,Team Golf Tennessee Volunteers Putter Grip,Fitness Accessories,19701,245865.69,18.62,62,Social Media,Bundle Offers,3.23,6.11,54,9896.27,Physical,90.88
15,Delta Market,Pacific Asia,GolfBuddy VT3 GPS Watch,Books ,44010,322179.99,5.11,51,Email Marketing,Discounts,7.68,6.22,58,34112.9,Online,70.65
6,United Market,LATAM,Lawn mower,Shop By Sport,39028,376984.4,19.57,64,Email Marketing,Bundle Offers,8.7,4.24,96,13257.44,Physical,90.84
12,Epsilon Outlet,Europe,Merrell Women's Grassbow Sport Waterproof Hik,Basketball,38064,55452.28,23.5,96,Social Media,,9.95,7.87,83,26570.1,Hybrid,74.59
24,Elite Outlet,Africa,Lawn mower,Pet Supplies,9856,279223.4,23.95,60,Social Media,Loyalty Programs,4.81,0.56,65,5333.25,Hybrid,89.51
21,Omega Mart,LATAM,adidas Youth Germany Black/Red Away Match Soc,Fitness Accessories,48706,369844.76,15.53,68,Social Media,,9.2,9.64,62,28279.77,Hybrid,72.44
46,Global Mart,Europe,TYR Boys' Team Digi Jammer,Computers,12327,408635.43,19.99,92,Content Marketing,Flash Sales,5.09,4.86,70,6915.86,Hybrid,92.0
39,Global Retailers,LATAM,adidas Brazuca 2014 Official Match Ball,Music,34727,325414.29,8.08,53,Social Media,,8.94,3.07,56,40488.31,Online,76.21
27,Gamma Store,USCA,Nike Men's Comfort 2 Slide,CDs ,41774,308365.47,22.72,70,Affiliate,Flash Sales,4.97,9.5,74,27745.28,Physical,71.71
7,Global Mart,Pacific Asia,O'Brien Men's Neoprene Life Vest,Music,15625,265404.36,20.02,80,Affiliate,Bundle Offers,5.96,7.81,83,49051.17,Hybrid,95.64
50,United Outlet,Africa,Fighting video games,Toys,28780,154795.17,13.38,67,SEO,,8.98,6.09,94,18582.82,Physical,79.22
7,Premier Traders,USCA,Toys ,As Seen on  TV!,47120,214215.1,11.97,60,PPC,,1.35,2.62,90,29129.6,Physical,99.79
21,Epsilon Traders,Africa,Glove It Women's Imperial Golf Glove,Strength Training,43739,111030.99,5.89,64,Content Marketing,Bundle Offers,8.29,5.34,63,35595.39,Online,79.82
17,Beta Store,USCA,Hirzl Men's Hybrid Golf Glove,Consumer Electronics,47211,88202.73,11.15,77,PPC,Loyalty Programs,5.39,8.54,51,7064.07,Online,74.7
15,Premier Shop,Pacific Asia,Perfect Fitness Perfect Rip Deck,Camping & Hiking,26841,376798.59,11.36,81,Email Marketing,Flash Sales,8.5,0.99,92,40852.46,Hybrid,72.14
28,Elite Shop,Pacific Asia,Nike Men's Free 5.0+ Running Shoe,Cleats,35840,58845.89,24.87,78,Affiliate,Flash Sales,6.14,9.08,57,38204.09,Physical,98.96
20,Gamma Traders,Africa,Clicgear 8.0 Shoe Brush,Water Sports,5705,182745.96,11.95,85,Affiliate,Loyalty Programs,5.58,8.02,67,23602.01,Hybrid,83.88
7,Omega Market,LATAM,adidas Kids' F5 Messi FG Soccer Cleat,Women's Clothing,5634,387786.49,8.74,74,Email Marketing,Discounts,6.87,6.19,77,30818.37,Physical,85.33
28,Delta Outlet,Africa,Nike Women's Tempo Shorts,Books ,12832,351918.34,9.46,73,Affiliate,Loyalty Programs,1.3,9.36,58,20290.08,Online,98.45
43,Alpha Outlet,Pacific Asia,adidas Men's Germany Black Crest Away Tee,Sporting Goods,34913,409365.05,13.92,57,PPC,Bundle Offers,3.12,0.44,50,21983.94,Online,99.76
30,Epsilon Outlet,USCA,Nike Men's Free 5.0+ Running Shoe,Basketball,29284,447777.38,15.96,57,Content Marketing,,3.11,6.88,63,33879.19,Hybrid,77.87
42,Premier Retailers,USCA,Mio ALPHA Heart Rate Monitor/Sport Watch,Cameras ,48590,365366.35,15.04,83,SEO,Loyalty Programs,9.16,0.81,100,11780.32,Online,72.7
43,Alpha Market,LATAM,Polar FT4 Heart Rate Monitor,Computers,23354,57840.41,22.9,62,Email Marketing,Bundle Offers,8.16,0.27,79,31914.55,Hybrid,86.01
25,Elite Store,USCA,Field & Stream Sportsman 16 Gun Fire Safe,Cameras ,46839,309663.09,16.05,88,Social Media,Bundle Offers,2.73,8.42,91,26726.44,Hybrid,78.57
45,Delta Shop,Europe,Titleist Pro V1x Golf Balls,As Seen on  TV!,36458,242281.25,7.28,97,PPC,Bundle Offers,3.42,6.19,57,12938.03,Online,87.04
8,Epsilon Outlet,USCA,Smart watch ,Golf Bags & Carts,27113,51819.67,11.32,73,SEO,Loyalty Programs,7.15,4.68,77,16149.35,Physical,98.26
4,Beta Mart,Africa,Sports Books ,Cameras ,7179,274542.27,23.02,75,Affiliate,,4.5,6.61,89,11130.9,Online,92.53
22,Elite Store,LATAM,Merrell Men's All Out Flash Trail Running Sho,Women's Apparel,27602,63009.13,22.21,69,PPC,Loyalty Programs,8.4,3.98,73,8011.39,Physical,92.49
25,Omega Distributors,LATAM,Bridgestone e6 Straight Distance NFL San Dieg,Hockey,20281,432096.98,13.23,85,Content Marketing,,6.41,5.06,71,26227.37,Hybrid,88.89
30,Elite Store,USCA,Lawn mower,Men's Golf Clubs,1613,429870.96,23.01,97,Content Marketing,Bundle Offers,2.12,9.08,56,45276.9,Hybrid,74.87
25,Global Store,Africa,adidas Kids' F5 Messi FG Soccer Cleat,Electronics,32419,192204.23,7.97,68,Social Media,Flash Sales,4.91,6.08,67,19045.94,Online,94.73
3,Omega Retailers,Pacific Asia,Lawn mower,Video Games,3851,463404.33,16.14,82,Social Media,,5.16,2.07,65,23795.36,Physical,83.82
22,Premier Traders,Pacific Asia,Nike Men's Free TR 5.0 TB Training Shoe,Lacrosse,46338,295332.98,13.53,70,PPC,Bundle Offers,2.84,0.54,51,44881.0,Physical,74.08
3,Alpha Mart,Africa,Team Golf Texas Longhorns Putter Grip,Golf Bags & Carts,35986,490441.31,22.63,92,Social Media,,6.71,5.15,58,12282.98,Hybrid,75.33
6,Beta Mart,LATAM,Brooks Women's Ghost 6 Running Shoe,Consumer Electronics,3322,231745.12,19.65,89,Social Media,,7.09,2.58,90,30783.44,Hybrid,82.38
23,Gamma Retailers,Africa,Under Armour Men's Compression EV SL Slide,Golf Bags & Carts,15110,108675.81,15.31,60,Email Marketing,Loyalty Programs,6.15,3.62,77,38295.47,Physical,77.73
23,Global Outlet,Europe,TYR Boys' Team Digi Jammer,Golf Shoes,40245,411223.69,12.27,71,Affiliate,Flash Sales,2.42,9.47,53,43058.21,Online,87.91
49,Omega Store,Africa,LIJA Women's Mid-Length Panel Golf Shorts,Hockey,36818,375458.93,22.34,68,SEO,Bundle Offers,9.17,1.4,85,17675.33,Physical,92.88
40,Global Mart,Pacific Asia,Nike Men's Kobe IX Elite Low Basketball Shoe,Health and Beauty,9338,259804.23,23.46,86,Email Marketing,Discounts,8.75,5.11,65,47797.41,Hybrid,82.66
15,Beta Outlet,USCA,Merrell Women's Grassbow Sport Waterproof Hik,Golf Apparel,2346,198899.9,17.7,98,SEO,Discounts,4.94,0.42,80,32678.32,Hybrid,77.45
17,Premier Distributors,USCA,First aid kit,DVDs,33671,403972.51,20.51,67,SEO,Loyalty Programs,3.06,2.85,91,24400.85,Physical,91.25
41,Elite Distributors,Africa,Sports Books ,CDs ,33716,242693.2,21.05,76,Email Marketing,Loyalty Programs,8.43,9.83,68,8624.23,Online,84.61
29,Beta Retailers,USCA,Top Flite Women's 2014 XL Hybrid,Soccer,32253,320259.92,18.87,67,Social Media,Discounts,4.89,1.84,99,7893.52,Online,82.39
39,Delta Outlet,Europe,Field & Stream Sportsman 16 Gun Fire Safe,Golf Shoes,39594,439190.16,23.1,92,Content Marketing,,3.28,7.26,92,36794.26,Physical,98.22
10,Beta Mart,LATAM,TYR Boys' Team Digi Jammer,Hunting & Shooting,40075,272815.56,16.76,75,SEO,Discounts,2.61,9.0,66,38548.95,Physical,95.55
11,Omega Distributors,LATAM,LIJA Women's Argyle Golf Polo,Men's Clothing,20419,407846.02,15.94,79,Social Media,Bundle Offers,3.56,8.53,79,45400.32,Hybrid,82.85
17,Epsilon Shop,Pacific Asia,Under Armour Women's Ignite Slide,Consumer Electronics,2516,345877.56,22.49,58,Affiliate,Flash Sales,9.96,1.66,98,14344.84,Physical,98.4
2,Delta Retailers,LATAM,Toys ,Men's Golf Clubs,23160,444778.8,22.98,68,SEO,Discounts,2.52,3.47,77,30622.09,Online,86.99
40,Beta Mart,USCA,TYR Boys' Team Digi Jammer,Toys,32371,259628.72,24.29,89,Content Marketing,Discounts,7.34,3.48,98,5818.22,Physical,76.5
8,Elite Shop,USCA,Titleist Pro V1 High Numbers Personalized Gol,Women's Clothing,45105,179911.21,8.28,72,Email Marketing,,9.91,8.31,89,42156.15,Hybrid,85.11
39,Premier Market,USCA,Team Golf Tennessee Volunteers Putter Grip,Children's Clothing,7681,318028.86,19.59,67,SEO,Discounts,2.75,3.95,67,32128.13,Hybrid,99.66
